warning: `VIRTUAL_ENV=/home/s.nanako/nanoGPT/.venv` does not match the project environment path `.venv` and will be ignored
/home/s.nanako/nanogpt/.venv/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
/home/s.nanako/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
wandb: Currently logged in as: nac-39 (nac-39-nagoya-univ-) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zvlytfeh
wandb: Tracking run with wandb version 0.22.3
wandb: Run data is saved locally in /home/s.nanako/nanogpt/wandb/run-20251110_184521-zvlytfeh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run no-ffn-gpt2_1762767916.4742754
wandb: ⭐️ View project at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2
wandb: 🚀 View run at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2/runs/zvlytfeh
Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py
import time

wandb_log = True
# wandb_project = 'owt'
# wandb_run_name='gpt2-124M'
wandb_project = "no-ffn-gpt2"
wandb_run_name = "no-ffn-gpt2" + "_" + str(time.time())
# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.58M
num decayed parameter tensors: 62, with 124,354,560 parameters
num non-decayed parameter tensors: 13, with 9,984 parameters
iter 20570: loss 3.2777, time 5148.55ms, mfu 26.19%
iter 20580: loss 3.2299, time 5152.29ms, mfu 26.18%
iter 20590: loss 3.3476, time 5140.30ms, mfu 26.18%
iter 20600: loss 3.1688, time 5120.00ms, mfu 26.19%
iter 20610: loss 3.2621, time 5105.90ms, mfu 26.21%
iter 20620: loss 3.2939, time 5087.91ms, mfu 26.24%
iter 20630: loss 3.4023, time 5111.69ms, mfu 26.25%
iter 20640: loss 3.2765, time 5117.47ms, mfu 26.25%
iter 20650: loss 3.3752, time 5132.23ms, mfu 26.25%
iter 20660: loss 3.3049, time 5141.42ms, mfu 26.25%
iter 20670: loss 3.2644, time 5145.68ms, mfu 26.24%
iter 20680: loss 3.4224, time 5135.17ms, mfu 26.24%
iter 20690: loss 3.3279, time 5150.69ms, mfu 26.23%
iter 20700: loss 3.0260, time 5156.27ms, mfu 26.22%
iter 20710: loss 3.5150, time 5150.07ms, mfu 26.21%
iter 20720: loss 3.1539, time 5130.17ms, mfu 26.21%
iter 20730: loss 3.1317, time 5143.09ms, mfu 26.21%
iter 20740: loss 3.2183, time 5138.03ms, mfu 26.21%
iter 20750: loss 3.2102, time 5142.35ms, mfu 26.21%
iter 20760: loss 3.2580, time 5134.09ms, mfu 26.21%
iter 20770: loss 3.3693, time 5112.01ms, mfu 26.22%
iter 20780: loss 3.1193, time 5095.62ms, mfu 26.24%
iter 20790: loss 3.3815, time 5087.36ms, mfu 26.26%
iter 20800: loss 3.4682, time 5104.88ms, mfu 26.28%
iter 20810: loss 3.1362, time 5098.39ms, mfu 26.29%
iter 20820: loss 3.2424, time 5104.44ms, mfu 26.30%
iter 20830: loss 3.2505, time 5119.87ms, mfu 26.30%
iter 20840: loss 3.2163, time 5135.92ms, mfu 26.29%
iter 20850: loss 3.3805, time 5119.76ms, mfu 26.29%
iter 20860: loss 3.0655, time 5122.32ms, mfu 26.29%
iter 20870: loss 3.3567, time 5129.15ms, mfu 26.29%
iter 20880: loss 3.1283, time 5131.33ms, mfu 26.28%
iter 20890: loss 3.3201, time 5139.58ms, mfu 26.27%
iter 20900: loss 3.3104, time 5122.02ms, mfu 26.28%
iter 20910: loss 3.2456, time 5110.95ms, mfu 26.28%
iter 20920: loss 3.5043, time 5098.55ms, mfu 26.30%
iter 20930: loss 3.3355, time 5098.75ms, mfu 26.31%
iter 20940: loss 3.2970, time 5086.26ms, mfu 26.32%
iter 20950: loss 3.3784, time 5106.93ms, mfu 26.33%
iter 20960: loss 3.2660, time 5096.53ms, mfu 26.34%
iter 20970: loss 3.1920, time 5099.86ms, mfu 26.34%
iter 20980: loss 3.3465, time 5131.98ms, mfu 26.33%
iter 20990: loss 3.3748, time 5120.43ms, mfu 26.33%
step 21000: train loss 3.2503, val loss 3.2604
saving checkpoint to out
iter 21000: loss 3.1736, time 31095.85ms, mfu 24.13%
iter 21010: loss 3.2881, time 5109.49ms, mfu 24.35%
iter 21020: loss 3.2982, time 5093.44ms, mfu 24.56%
iter 21030: loss 3.3183, time 5086.68ms, mfu 24.75%
iter 21040: loss 3.4790, time 5089.15ms, mfu 24.92%
iter 21050: loss 3.3369, time 5094.03ms, mfu 25.07%
iter 21060: loss 3.2765, time 5105.84ms, mfu 25.20%
iter 21070: loss 3.1637, time 5118.48ms, mfu 25.31%
iter 21080: loss 3.3139, time 5101.65ms, mfu 25.42%
iter 21090: loss 3.1540, time 5109.61ms, mfu 25.51%
iter 21100: loss 3.3635, time 5119.19ms, mfu 25.59%
iter 21110: loss 3.1597, time 5121.24ms, mfu 25.66%
iter 21120: loss 3.2140, time 5135.19ms, mfu 25.72%
iter 21130: loss 3.1432, time 5119.42ms, mfu 25.78%
iter 21140: loss 3.1719, time 5129.16ms, mfu 25.82%
iter 21150: loss 3.3198, time 5118.57ms, mfu 25.87%
iter 21160: loss 2.9294, time 5101.52ms, mfu 25.93%
iter 21170: loss 3.1615, time 5114.47ms, mfu 25.97%
iter 21180: loss 3.1344, time 5113.88ms, mfu 26.00%
iter 21190: loss 3.1576, time 5102.86ms, mfu 26.04%
iter 21200: loss 3.2705, time 5100.02ms, mfu 26.08%
iter 21210: loss 3.1481, time 5117.66ms, mfu 26.10%
iter 21220: loss 3.2478, time 5113.38ms, mfu 26.12%
iter 21230: loss 2.8742, time 5119.19ms, mfu 26.14%
iter 21240: loss 3.2917, time 5131.96ms, mfu 26.15%
iter 21250: loss 3.2842, time 5123.92ms, mfu 26.16%
iter 21260: loss 3.0580, time 5123.10ms, mfu 26.18%
iter 21270: loss 3.2742, time 5132.68ms, mfu 26.18%
iter 21280: loss 3.3344, time 5135.18ms, mfu 26.19%
iter 21290: loss 3.2445, time 5134.69ms, mfu 26.19%
iter 21300: loss 2.9836, time 5103.71ms, mfu 26.21%
iter 21310: loss 3.2432, time 5087.48ms, mfu 26.23%
iter 21320: loss 3.0668, time 5082.21ms, mfu 26.26%
iter 21330: loss 3.4776, time 5094.24ms, mfu 26.28%
iter 21340: loss 3.4168, time 5102.63ms, mfu 26.29%
iter 21350: loss 3.3359, time 5118.71ms, mfu 26.29%
iter 21360: loss 3.2028, time 5132.18ms, mfu 26.28%
iter 21370: loss 3.2875, time 5122.67ms, mfu 26.28%
iter 21380: loss 3.1361, time 5127.43ms, mfu 26.28%
iter 21390: loss 3.3742, time 5119.23ms, mfu 26.28%
iter 21400: loss 3.3932, time 5096.58ms, mfu 26.30%
iter 21410: loss 3.3897, time 5087.06ms, mfu 26.32%
iter 21420: loss 3.2705, time 5079.52ms, mfu 26.33%
iter 21430: loss 3.1704, time 5094.70ms, mfu 26.34%
iter 21440: loss 3.3393, time 5092.96ms, mfu 26.35%
iter 21450: loss 3.3180, time 5094.61ms, mfu 26.36%
iter 21460: loss 3.2317, time 5119.13ms, mfu 26.36%
iter 21470: loss 3.3341, time 5123.06ms, mfu 26.35%
iter 21480: loss 3.3837, time 5119.20ms, mfu 26.34%
iter 21490: loss 3.3682, time 5127.69ms, mfu 26.34%
iter 21500: loss 3.2285, time 5125.25ms, mfu 26.33%
iter 21510: loss 3.2149, time 5121.60ms, mfu 26.33%
iter 21520: loss 3.3266, time 5121.55ms, mfu 26.32%
iter 21530: loss 3.3252, time 5120.12ms, mfu 26.32%
iter 21540: loss 3.3492, time 5126.29ms, mfu 26.31%
iter 21550: loss 3.3836, time 5121.34ms, mfu 26.31%
iter 21560: loss 3.3208, time 5127.31ms, mfu 26.31%
iter 21570: loss 3.2573, time 5123.35ms, mfu 26.30%
iter 21580: loss 3.5870, time 5115.06ms, mfu 26.31%
iter 21590: loss 3.2492, time 5126.13ms, mfu 26.30%
iter 21600: loss 3.2319, time 5116.29ms, mfu 26.30%
iter 21610: loss 3.2485, time 5133.20ms, mfu 26.30%
iter 21620: loss 3.4409, time 5127.53ms, mfu 26.29%
iter 21630: loss 3.1733, time 5115.96ms, mfu 26.30%
iter 21640: loss 3.3112, time 5134.26ms, mfu 26.29%
iter 21650: loss 3.2109, time 5126.42ms, mfu 26.29%
iter 21660: loss 3.2358, time 5127.97ms, mfu 26.28%
iter 21670: loss 3.2512, time 5123.98ms, mfu 26.28%
iter 21680: loss 3.2248, time 5131.96ms, mfu 26.28%
iter 21690: loss 3.3235, time 5136.40ms, mfu 26.27%
iter 21700: loss 3.1870, time 5121.45ms, mfu 26.27%
iter 21710: loss 3.1661, time 5127.05ms, mfu 26.27%
iter 21720: loss 3.3493, time 5134.69ms, mfu 26.27%
iter 21730: loss 3.3816, time 5139.39ms, mfu 26.26%
iter 21740: loss 3.1557, time 5126.91ms, mfu 26.26%
iter 21750: loss 3.3807, time 5129.53ms, mfu 26.26%
iter 21760: loss 3.3581, time 5139.47ms, mfu 26.25%
iter 21770: loss 3.1604, time 5142.47ms, mfu 26.25%
iter 21780: loss 3.4924, time 5127.87ms, mfu 26.25%
iter 21790: loss 3.3400, time 5141.50ms, mfu 26.24%
iter 21800: loss 3.1145, time 5130.83ms, mfu 26.24%
iter 21810: loss 3.3113, time 5134.40ms, mfu 26.24%
iter 21820: loss 3.3234, time 5129.75ms, mfu 26.24%
iter 21830: loss 3.1409, time 5131.31ms, mfu 26.24%
iter 21840: loss 3.4585, time 5134.92ms, mfu 26.24%
iter 21850: loss 3.4451, time 5121.25ms, mfu 26.24%
iter 21860: loss 3.1932, time 5120.22ms, mfu 26.25%
iter 21870: loss 3.1843, time 5133.28ms, mfu 26.25%
iter 21880: loss 3.2127, time 5124.71ms, mfu 26.25%
iter 21890: loss 3.2777, time 5120.09ms, mfu 26.26%
iter 21900: loss 3.0268, time 5118.84ms, mfu 26.26%
iter 21910: loss 3.3881, time 5126.16ms, mfu 26.26%
iter 21920: loss 3.3698, time 5137.30ms, mfu 26.26%
iter 21930: loss 3.3577, time 5120.02ms, mfu 26.26%
iter 21940: loss 3.3129, time 5135.67ms, mfu 26.26%
iter 21950: loss 3.2475, time 5143.62ms, mfu 26.25%
iter 21960: loss 3.3032, time 5136.46ms, mfu 26.25%
iter 21970: loss 3.3429, time 5134.07ms, mfu 26.24%
iter 21980: loss 3.1361, time 5129.31ms, mfu 26.24%
iter 21990: loss 3.3705, time 5121.75ms, mfu 26.25%
step 22000: train loss 3.2551, val loss 3.2611
saving checkpoint to out
iter 22000: loss 3.1757, time 31419.47ms, mfu 24.05%
iter 22010: loss 3.4541, time 5119.47ms, mfu 24.28%
iter 22020: loss 3.4461, time 5129.68ms, mfu 24.47%
iter 22030: loss 3.6015, time 5120.25ms, mfu 24.66%
iter 22040: loss 3.2129, time 5119.40ms, mfu 24.82%
iter 22050: loss 3.2582, time 5120.79ms, mfu 24.97%
iter 22060: loss 3.3012, time 5142.25ms, mfu 25.09%
iter 22070: loss 3.3165, time 5123.63ms, mfu 25.21%
iter 22080: loss 3.2862, time 5127.31ms, mfu 25.31%
iter 22090: loss 3.2516, time 5129.35ms, mfu 25.41%
iter 22100: loss 3.2022, time 5127.83ms, mfu 25.49%
iter 22110: loss 3.2262, time 5130.69ms, mfu 25.57%
iter 22120: loss 3.1466, time 5130.88ms, mfu 25.64%
iter 22130: loss 3.4896, time 5137.15ms, mfu 25.69%
iter 22140: loss 3.2516, time 5141.14ms, mfu 25.74%
iter 22150: loss 3.2292, time 5140.93ms, mfu 25.79%
iter 22160: loss 3.2275, time 5145.63ms, mfu 25.83%
iter 22170: loss 3.1132, time 5126.40ms, mfu 25.87%
iter 22180: loss 3.1466, time 5132.38ms, mfu 25.91%
iter 22190: loss 3.1100, time 5131.41ms, mfu 25.94%
iter 22200: loss 3.2400, time 5131.27ms, mfu 25.97%
iter 22210: loss 3.1907, time 5133.28ms, mfu 26.00%
iter 22220: loss 3.2253, time 5123.98ms, mfu 26.02%
iter 22230: loss 3.3722, time 5138.29ms, mfu 26.04%
iter 22240: loss 3.0215, time 5129.59ms, mfu 26.06%
iter 22250: loss 3.3251, time 5151.27ms, mfu 26.07%
iter 22260: loss 3.0663, time 5127.47ms, mfu 26.09%
iter 22270: loss 3.3314, time 5132.41ms, mfu 26.10%
iter 22280: loss 3.3527, time 5128.92ms, mfu 26.12%
iter 22290: loss 3.3207, time 5135.49ms, mfu 26.13%
iter 22300: loss 3.3157, time 5139.67ms, mfu 26.14%
iter 22310: loss 3.1996, time 5120.62ms, mfu 26.15%
iter 22320: loss 3.2344, time 5127.83ms, mfu 26.16%
iter 22330: loss 3.2523, time 5129.58ms, mfu 26.17%
iter 22340: loss 3.0712, time 5128.91ms, mfu 26.18%
iter 22350: loss 3.3246, time 5122.58ms, mfu 26.19%
iter 22360: loss 3.2179, time 5128.29ms, mfu 26.20%
iter 22370: loss 3.2250, time 5118.50ms, mfu 26.21%
iter 22380: loss 3.0907, time 5126.41ms, mfu 26.21%
iter 22390: loss 3.3686, time 5132.13ms, mfu 26.22%
iter 22400: loss 3.0984, time 5113.88ms, mfu 26.23%
iter 22410: loss 3.4004, time 5135.31ms, mfu 26.23%
iter 22420: loss 3.1290, time 5123.86ms, mfu 26.23%
iter 22430: loss 3.1733, time 5139.40ms, mfu 26.23%
iter 22440: loss 3.2040, time 5132.41ms, mfu 26.23%
iter 22450: loss 3.4002, time 5124.30ms, mfu 26.23%
iter 22460: loss 3.3442, time 5121.73ms, mfu 26.24%
iter 22470: loss 3.2948, time 5116.13ms, mfu 26.25%
iter 22480: loss 3.2579, time 5121.43ms, mfu 26.25%
iter 22490: loss 3.0642, time 5135.18ms, mfu 26.25%
iter 22500: loss 3.3409, time 5139.27ms, mfu 26.24%
iter 22510: loss 3.3332, time 5141.86ms, mfu 26.24%
iter 22520: loss 3.0952, time 5130.41ms, mfu 26.24%
iter 22530: loss 3.2675, time 5128.22ms, mfu 26.24%
iter 22540: loss 3.3149, time 5130.37ms, mfu 26.24%
iter 22550: loss 3.2439, time 5130.62ms, mfu 26.24%
iter 22560: loss 3.2585, time 5146.08ms, mfu 26.23%
iter 22570: loss 3.1666, time 5120.04ms, mfu 26.24%
iter 22580: loss 3.1053, time 5126.65ms, mfu 26.24%
iter 22590: loss 3.1284, time 5131.25ms, mfu 26.24%
iter 22600: loss 3.2058, time 5125.81ms, mfu 26.25%
iter 22610: loss 3.2658, time 5133.78ms, mfu 26.24%
iter 22620: loss 3.1676, time 5131.63ms, mfu 26.24%
iter 22630: loss 3.0882, time 5134.79ms, mfu 26.24%
iter 22640: loss 3.1942, time 5134.28ms, mfu 26.24%
iter 22650: loss 3.2707, time 5124.26ms, mfu 26.24%
iter 22660: loss 3.1781, time 5122.31ms, mfu 26.25%
iter 22670: loss 3.3402, time 5139.37ms, mfu 26.24%
iter 22680: loss 3.3847, time 5131.20ms, mfu 26.24%
iter 22690: loss 3.2403, time 5133.64ms, mfu 26.24%
iter 22700: loss 3.0124, time 5116.73ms, mfu 26.25%
iter 22710: loss 3.3170, time 5131.16ms, mfu 26.25%
iter 22720: loss 3.1650, time 5127.58ms, mfu 26.25%
iter 22730: loss 3.2743, time 5115.71ms, mfu 26.26%
iter 22740: loss 3.2919, time 5114.10ms, mfu 26.26%
iter 22750: loss 3.2173, time 5136.33ms, mfu 26.26%
iter 22760: loss 3.2141, time 5132.70ms, mfu 26.26%
iter 22770: loss 3.2176, time 5129.96ms, mfu 26.26%
iter 22780: loss 3.1927, time 5120.43ms, mfu 26.26%
iter 22790: loss 3.2122, time 5121.02ms, mfu 26.26%
iter 22800: loss 3.2757, time 5123.04ms, mfu 26.27%
iter 22810: loss 3.1139, time 5138.38ms, mfu 26.26%
iter 22820: loss 3.2699, time 5122.13ms, mfu 26.26%
iter 22830: loss 3.3164, time 5126.95ms, mfu 26.26%
iter 22840: loss 3.6137, time 5126.80ms, mfu 26.26%
iter 22850: loss 3.2412, time 5140.63ms, mfu 26.26%
iter 22860: loss 3.1595, time 5139.35ms, mfu 26.25%
iter 22870: loss 3.1455, time 5134.69ms, mfu 26.25%
iter 22880: loss 3.2665, time 5133.03ms, mfu 26.25%
iter 22890: loss 3.2128, time 5129.74ms, mfu 26.25%
iter 22900: loss 3.2458, time 5130.50ms, mfu 26.25%
iter 22910: loss 3.2732, time 5150.21ms, mfu 26.24%
iter 22920: loss 3.1890, time 5128.71ms, mfu 26.24%
iter 22930: loss 3.2102, time 5124.77ms, mfu 26.24%
iter 22940: loss 3.2590, time 5131.02ms, mfu 26.24%
iter 22950: loss 3.2781, time 5138.21ms, mfu 26.24%
iter 22960: loss 3.5428, time 5124.24ms, mfu 26.24%
iter 22970: loss 3.3510, time 5117.34ms, mfu 26.25%
iter 22980: loss 3.1940, time 5130.56ms, mfu 26.25%
iter 22990: loss 3.1082, time 5124.60ms, mfu 26.25%
step 23000: train loss 3.2520, val loss 3.2560
saving checkpoint to out
iter 23000: loss 3.2324, time 31269.02ms, mfu 24.06%
iter 23010: loss 3.2816, time 5133.47ms, mfu 24.27%
iter 23020: loss 3.2938, time 5126.47ms, mfu 24.47%
iter 23030: loss 3.4207, time 5118.77ms, mfu 24.66%
iter 23040: loss 3.1771, time 5121.06ms, mfu 24.82%
iter 23050: loss 2.8108, time 5125.64ms, mfu 24.97%
iter 23060: loss 3.0406, time 5138.80ms, mfu 25.09%
iter 23070: loss 3.3395, time 5130.92ms, mfu 25.20%
iter 23080: loss 3.3485, time 5133.03ms, mfu 25.31%
iter 23090: loss 3.3497, time 5121.61ms, mfu 25.41%
iter 23100: loss 3.2984, time 5131.60ms, mfu 25.49%
iter 23110: loss 3.0355, time 5137.20ms, mfu 25.56%
iter 23120: loss 3.3177, time 5142.53ms, mfu 25.62%
iter 23130: loss 3.3099, time 5126.18ms, mfu 25.69%
iter 23140: loss 3.3007, time 5129.62ms, mfu 25.74%
iter 23150: loss 3.1976, time 5131.02ms, mfu 25.79%
iter 23160: loss 3.1724, time 5128.82ms, mfu 25.84%
iter 23170: loss 3.4646, time 5139.07ms, mfu 25.88%
iter 23180: loss 3.3554, time 5138.25ms, mfu 25.91%
iter 23190: loss 3.2093, time 5129.89ms, mfu 25.94%
iter 23200: loss 3.0844, time 5143.08ms, mfu 25.97%
iter 23210: loss 3.0435, time 5131.59ms, mfu 25.99%
iter 23220: loss 3.3676, time 5124.77ms, mfu 26.02%
iter 23230: loss 3.3512, time 5129.64ms, mfu 26.04%
iter 23240: loss 3.3754, time 5116.13ms, mfu 26.07%
iter 23250: loss 3.0473, time 5102.48ms, mfu 26.10%
iter 23260: loss 3.1804, time 5096.67ms, mfu 26.14%
iter 23270: loss 3.3419, time 5102.42ms, mfu 26.16%
iter 23280: loss 3.3174, time 5098.72ms, mfu 26.19%
iter 23290: loss 3.4262, time 5102.81ms, mfu 26.21%
iter 23300: loss 3.2901, time 5104.17ms, mfu 26.22%
iter 23310: loss 3.2561, time 5122.53ms, mfu 26.23%
iter 23320: loss 3.3661, time 5124.64ms, mfu 26.23%
iter 23330: loss 3.1854, time 5118.99ms, mfu 26.24%
iter 23340: loss 3.1946, time 5120.00ms, mfu 26.25%
iter 23350: loss 3.2364, time 5133.87ms, mfu 26.24%
iter 23360: loss 3.2113, time 5136.38ms, mfu 26.24%
iter 23370: loss 3.3579, time 5123.57ms, mfu 26.25%
iter 23380: loss 3.1703, time 5136.83ms, mfu 26.24%
iter 23390: loss 3.1721, time 5126.69ms, mfu 26.24%
iter 23400: loss 3.0494, time 5123.01ms, mfu 26.25%
iter 23410: loss 3.1527, time 5115.52ms, mfu 26.26%
iter 23420: loss 3.4800, time 5128.37ms, mfu 26.26%
iter 23430: loss 3.3374, time 5120.19ms, mfu 26.26%
iter 23440: loss 3.2913, time 5112.53ms, mfu 26.27%
iter 23450: loss 3.2531, time 5116.03ms, mfu 26.27%
iter 23460: loss 3.4406, time 5120.57ms, mfu 26.28%
iter 23470: loss 3.0477, time 5127.12ms, mfu 26.27%
iter 23480: loss 3.4120, time 5121.25ms, mfu 26.28%
iter 23490: loss 3.3700, time 5121.22ms, mfu 26.28%
iter 23500: loss 3.1801, time 5122.70ms, mfu 26.28%
iter 23510: loss 3.2892, time 5117.98ms, mfu 26.28%
iter 23520: loss 3.1409, time 5142.13ms, mfu 26.27%
iter 23530: loss 3.4193, time 5131.53ms, mfu 26.27%
iter 23540: loss 3.2553, time 5113.69ms, mfu 26.27%
iter 23550: loss 3.1102, time 5112.85ms, mfu 26.28%
iter 23560: loss 3.3270, time 5117.92ms, mfu 26.28%
iter 23570: loss 3.3112, time 5137.87ms, mfu 26.28%
iter 23580: loss 3.1320, time 5122.10ms, mfu 26.28%
iter 23590: loss 2.9456, time 5137.63ms, mfu 26.27%
iter 23600: loss 3.2795, time 5130.23ms, mfu 26.27%
iter 23610: loss 3.2779, time 5136.19ms, mfu 26.26%
iter 23620: loss 3.2568, time 5146.23ms, mfu 26.25%
iter 23630: loss 3.0827, time 5134.72ms, mfu 26.25%
iter 23640: loss 3.2961, time 5119.17ms, mfu 26.26%
iter 23650: loss 3.3230, time 5144.83ms, mfu 26.25%
iter 23660: loss 3.2412, time 5138.28ms, mfu 26.24%
iter 23670: loss 3.1109, time 5127.39ms, mfu 26.24%
iter 23680: loss 3.1748, time 5109.80ms, mfu 26.26%
iter 23690: loss 3.1769, time 5101.15ms, mfu 26.27%
iter 23700: loss 3.2640, time 5093.72ms, mfu 26.29%
iter 23710: loss 3.0767, time 5099.55ms, mfu 26.30%
iter 23720: loss 3.3786, time 5117.27ms, mfu 26.30%
iter 23730: loss 3.2234, time 5115.09ms, mfu 26.30%
iter 23740: loss 3.1797, time 5120.61ms, mfu 26.30%
iter 23750: loss 3.3418, time 5118.67ms, mfu 26.30%
iter 23760: loss 3.3069, time 5119.66ms, mfu 26.30%
iter 23770: loss 3.2419, time 5133.10ms, mfu 26.29%
iter 23780: loss 3.1739, time 5119.80ms, mfu 26.30%
iter 23790: loss 3.3506, time 5131.71ms, mfu 26.29%
iter 23800: loss 3.2135, time 5101.76ms, mfu 26.30%
iter 23810: loss 3.2798, time 5101.51ms, mfu 26.31%
iter 23820: loss 3.1176, time 5095.68ms, mfu 26.32%
iter 23830: loss 3.2221, time 5091.45ms, mfu 26.33%
iter 23840: loss 3.2535, time 5094.95ms, mfu 26.34%
iter 23850: loss 3.2958, time 5109.23ms, mfu 26.34%
iter 23860: loss 3.4073, time 5100.78ms, mfu 26.35%
iter 23870: loss 3.3291, time 5119.18ms, mfu 26.34%
iter 23880: loss 3.2076, time 5122.05ms, mfu 26.34%
iter 23890: loss 3.3600, time 5122.31ms, mfu 26.33%
iter 23900: loss 3.1069, time 5119.27ms, mfu 26.33%
iter 23910: loss 3.2037, time 5125.99ms, mfu 26.32%
iter 23920: loss 3.1623, time 5097.00ms, mfu 26.33%
iter 23930: loss 3.2013, time 5103.12ms, mfu 26.34%
iter 23940: loss 3.2645, time 5090.36ms, mfu 26.35%
iter 23950: loss 3.2135, time 5090.58ms, mfu 26.36%
iter 23960: loss 3.2889, time 5099.53ms, mfu 26.36%
iter 23970: loss 3.3647, time 5096.25ms, mfu 26.37%
iter 23980: loss 3.3843, time 5114.93ms, mfu 26.37%
iter 23990: loss 2.9976, time 5113.53ms, mfu 26.36%
step 24000: train loss 3.2377, val loss 3.2679
saving checkpoint to out
iter 24000: loss 3.0472, time 31105.63ms, mfu 24.16%
iter 24010: loss 3.3604, time 5113.45ms, mfu 24.38%
iter 24020: loss 3.5603, time 5117.56ms, mfu 24.57%
iter 24030: loss 3.2529, time 5132.45ms, mfu 24.74%
iter 24040: loss 3.3025, time 5123.51ms, mfu 24.89%
iter 24050: loss 3.2818, time 5117.83ms, mfu 25.03%
iter 24060: loss 3.1892, time 5134.38ms, mfu 25.15%
iter 24070: loss 3.3633, time 5132.27ms, mfu 25.26%
iter 24080: loss 3.2167, time 5125.85ms, mfu 25.36%
iter 24090: loss 3.3087, time 5123.01ms, mfu 25.45%
iter 24100: loss 3.2565, time 5140.67ms, mfu 25.53%
iter 24110: loss 3.2111, time 5141.93ms, mfu 25.59%
iter 24120: loss 3.3737, time 5135.16ms, mfu 25.66%
iter 24130: loss 3.1775, time 5136.68ms, mfu 25.71%
iter 24140: loss 3.3240, time 5135.44ms, mfu 25.76%
iter 24150: loss 3.1716, time 5140.68ms, mfu 25.81%
iter 24160: loss 3.2488, time 5133.75ms, mfu 25.85%
iter 24170: loss 3.2220, time 5135.77ms, mfu 25.89%
iter 24180: loss 3.2333, time 5142.25ms, mfu 25.92%
iter 24190: loss 3.3308, time 5128.27ms, mfu 25.95%
iter 24200: loss 3.1670, time 5127.19ms, mfu 25.98%
iter 24210: loss 3.2304, time 5130.37ms, mfu 26.01%
iter 24220: loss 3.4342, time 5134.94ms, mfu 26.03%
iter 24230: loss 3.2021, time 5129.79ms, mfu 26.05%
iter 24240: loss 3.1675, time 5119.85ms, mfu 26.08%
iter 24250: loss 3.2327, time 5124.99ms, mfu 26.10%
iter 24260: loss 3.0102, time 5122.07ms, mfu 26.11%
iter 24270: loss 3.2339, time 5144.47ms, mfu 26.12%
iter 24280: loss 3.2121, time 5114.40ms, mfu 26.14%
iter 24290: loss 3.2167, time 5106.61ms, mfu 26.16%
iter 24300: loss 3.2574, time 5099.98ms, mfu 26.19%
iter 24310: loss 3.1550, time 5101.39ms, mfu 26.21%
iter 24320: loss 3.4257, time 5099.36ms, mfu 26.23%
iter 24330: loss 3.3269, time 5101.75ms, mfu 26.24%
iter 24340: loss 3.4043, time 5118.87ms, mfu 26.25%
iter 24350: loss 3.1194, time 5102.58ms, mfu 26.26%
iter 24360: loss 3.1263, time 5111.74ms, mfu 26.27%
iter 24370: loss 3.3030, time 5108.63ms, mfu 26.28%
iter 24380: loss 3.1174, time 5118.91ms, mfu 26.28%
iter 24390: loss 3.4499, time 5108.36ms, mfu 26.29%
iter 24400: loss 3.2581, time 5120.67ms, mfu 26.29%
iter 24410: loss 3.2188, time 5128.74ms, mfu 26.29%
iter 24420: loss 3.2476, time 5130.98ms, mfu 26.28%
iter 24430: loss 3.0297, time 5124.95ms, mfu 26.28%
iter 24440: loss 3.1283, time 5126.94ms, mfu 26.28%
iter 24450: loss 3.2896, time 5136.49ms, mfu 26.27%
iter 24460: loss 3.3507, time 5126.66ms, mfu 26.27%
iter 24470: loss 3.4771, time 5137.16ms, mfu 26.27%
iter 24480: loss 3.0154, time 5149.18ms, mfu 26.25%
